title,appeared,type,lastActivity,repos,country
aQasm,2017,assembly,2017,0,World
Arc Assembly,1947,assembly,1947,0,United Kingdom
bawk,1994,pl,1994,0,United States
BIRD,2021,pl,2021,0,Czech Republic
CDL++,1999,pl,1999,0,Germany
CMIX,1980,pl,1980,0,United States
COMMEN,1967,pl,1967,0,United States
cooC,2000,pl,2000,0,Japan
TypeScript Type Declarations,2012,headerLang,2012,0,United States
EXPLAN,1994,pl,1994,0,Italy
EXPLOR,1972,pl,1972,0,United States
FORTRAN assembly program,1959,assembly,1959,0,United States
FAR,2000,pl,2000,0,United States
flowlog,2014,pl,2014,0,United States
Giotto,2001,pl,2001,0,United States
Hadoop Distributed File System,2011,filesystem,2011,0,United States
Heron,2008,pl,2008,0,Unknown
hoot-smalltalk,2018,pl,2018,0,United States
IBEX,2002,pl,2002,0,United States
IFO,1987,pl,1987,0,United States
Knowledge Acquisition and Representation Language,1993,pl,1993,0,Germany
L6,1963,pl,1963,0,United States
LISP 1.5,1959,pl,1959,0,Canada
Lorel,1974,pl,1974,0,Japan
MADCAP,1960,pl,1960,0,United States
MAPS,1993,pl,1993,0,United States
MOOSE,1994,pl,1994,0,United States
MSL,1977,pl,1977,0,United States
NAKL,1982,pl,1982,0,United States
NODAL,1972,pl,1972,0,Switzerland
o2,1989,pl,1989,0,France
OOPS+,1988,pl,1988,0,The Netherlands and Belgium
PACTOLUS,1964,pl,1964,0,United States
Pascal-XSC,1991,pl,1991,0,Germany
Petr,1999,pl,1999,0,Czech Republic
PopAsm,2003,pl,2003,0,Unknown
PUFFT,1965,pl,1965,0,United States
quexal,2007,esolang,2007,0,United States
RATSNO,1977,pl,1977,0,United States
Rapid Development and Maintenance Language,2005,pl,2005,0,United States
rds-format,2011,binaryDataFormat,2011,0,United States
Real-Time Concurrent C,1991,pl,1991,0,United States
Real-Time Mentat,1989,pl,1989,0,United States
Regina,2001,pl,2001,0,United States
REGULUS,1977,pl,1977,0,Canada
RPL,1988,queryLanguage,1988,0,United States
RPT,1961,pl,1961,0,England
SHADOW,1958,pl,1958,0,World
SHEEP,1978,pl,1978,0,World
SLANG,1960,pl,1960,0,World
SPADE,2018,pl,2018,0,World
SquidConf,1996,configFormat,1996,0,World
TAO,1983,pl,1983,0,World
Verse,2022,pl,2022,0,World
Water,2002,template,2002,0,World
xs,2019,pl,2019,0,World
3D Logo,1986,pl,1986,0,World
ABLE,1981,pl,1981,0,World
ADAM,1964,pl,1964,0,World
ALPAK,1963,pl,1963,0,World
APACHE,1961,pl,1961,0,United States
APL/HP,1986,pl,1986,0,Australia
Arctic,1984,pl,1984,0,United States
ARTSPEAK,1974,pl,1974,0,United States
ASHMEDAI,1967,pl,1967,0,United States
ASPOL,1973,pl,1973,0,United States
Atomos,2006,pl,2006,0,United States
Aurora,1988,pl,1988,0,Hungary
AUTOLOFT,1962,pl,1962,0,United States
Automator,2005,pl,2005,0,United States
AUTOmatic PROgramming of Machine Tools,1961,pl,1961,0,United States
B-LINE,1968,pl,1968,0,United States
BACK,1988,pl,1988,0,Germany
BaLinda Lisp,1996,pl,1996,0,Singapore
baltazar,1993,pl,1993,0,The Czech Republic
Barrel,1980,pl,1980,0,United States
BASEBALL,1961,pl,1961,0,United States
BASEL,1968,pl,1968,0,United States
BEEF,1961,pl,1961,0,United States
Berkeley DB,1991,library,1991,0,United States
BETA Project,1961,grammarLanguage,1961,0,Russia
Biferno,2003,pl,2003,0,World
BIGMAC,1981,pl,1981,0,United States
bigWig format,2009,binaryDataFormat,2009,0,United States
BIGWIG,1998,pl,1998,0,Denmark
Birkbeck Assembly,1947,assembly,1947,0,England
BLAZE 2,1989,pl,1989,0,United States
BrouHaHa,1987,pl,1987,0,England
C flat,1991,pl,1991,0,United States
CafeObj,1997,pl,1997,0,Japan
CAJOLE,1978,pl,1978,0,England
CCal,1987,pl,1987,0,United States
CIRCAL,1985,pl,1985,0,Scotland
CLANGER,1995,pl,1995,0,United Kingdom
ClassiC,1998,pl,1998,0,United Kingdom
CLEAR,1976,pl,1976,0,Scotland
Coherent Parallel C,1988,pl,1988,0,United States
COL,1989,pl,1989,0,France
Combined Log Format,2002,textDataFormat,2002,0,World
COMFY,1997,pl,1997,0,United States
COMPUTEST,1964,pl,1964,0,United States
COMSKEE,1973,pl,1973,0,Unknown
Concurrent C++,1988,pl,1988,0,United States
Concurrent Prolog,1983,pl,1983,0,Italy
CONLAN,1980,pl,1980,0,United States and France and Germany and Japan
Connection Machine LISP,1986,pl,1986,0,United States
CONSIM,1977,pl,1977,0,United States
CONSTRAINTS,1978,pl,1978,0,United States
Consul,1981,pl,1981,0,United States
CST,1988,pl,1988,0,United States
CUBE,1992,pl,1992,0,United States
CUPID,1975,pl,1975,0,United States
DAMN,1970,pl,1970,0,United States
DEBL,1988,pl,1988,0,United States
DECLARE,1997,pl,1997,0,United Kingdom
DEL,1971,pl,1971,0,United States
Delirium,1991,pl,1991,0,United States
Delta Prolog,1984,pl,1984,0,Canada and Portugal
DIALOG,1966,pl,1966,0,United States
DICE,1991,pl,1991,0,United States
DIET,1975,pl,1975,0,Canada
Dipe-R,2002,pl,2002,0,Netherlands
DISC,1989,pl,1989,0,Italy
DISPEL,1981,pl,1981,0,United States
DNA,1980,pl,1980,0,United States
$,1983,pl,1983,0,United States
DOPL,1982,pl,1982,0,Australia
DUAL,1953,pl,1953,0,United States
Durra,1986,pl,1986,0,Switzerland
Elegant,1987,pl,1987,0,The Netherlands
ELLPACK,1983,pl,1983,0,United States
EMMA,1999,pl,1999,0,Austria
Eva,1990,pl,1990,0,France
EXEL,1973,pl,1973,0,France
Extended Pascal,1987,pl,1987,0,United States
FLIC,1987,pl,1987,0,United Kingdom
FlowNet,1993,protocol,1993,0,United States
FORK,1992,pl,1992,0,Germany
FORTRANSIT,1956,pl,1956,0,United States
FRANK,1985,pl,1985,0,Canada
Frenetic,2011,pl,2011,0,United States
Fresco,1993,pl,1993,0,United States
Galileo,1983,pl,1983,0,Italia
GCLA II,1992,pl,1992,0,Sweden
GEM,1985,pl,1985,0,United States
GCC GENERIC,2003,ir,2003,0,United States
Gerald,1989,pl,1989,0,United Kingdom
GERMINAL,1974,pl,1974,0,France
Glish,1993,pl,1993,0,United States
Golog,1993,pl,1993,0,Romania and Canada
GOQL,1997,pl,1997,0,Cyprus
GOSPEL,1977,pl,1977,0,United States
GPS,1957,pl,1957,0,United States
GPSS/85,1985,pl,1985,0,United States
Grapheasy,1975,pl,1975,0,United States
Green,1998,pl,1998,0,Brazil
GROOVE,1970,pl,1970,0,United States
Hancock,1999,pl,1999,0,United States
HARVEY,1972,pl,1972,0,United States
HELPER,1969,pl,1969,0,United States
henk,1997,pl,1997,0,Scotland and The Netherlands and United States
Hi-Visual,1992,pl,1992,0,Japan
Holo,2001,pl,2001,0,United States and Brazil
Hybrid,1987,pl,1987,0,Switzerland
HyCom,1975,pl,1975,0,Argentina
Ibuki CL,1992,pl,1992,0,Japan
ICML,2008,xmlFormat,2008,0,World
ILU,1994,pl,1994,0,United States
ILX,2002,pl,2002,0,United Kingdom
IMAGE,1975,pl,1975,0,Canada
imf,2008,textDataFormat,2008,0,United States
Ina Jo,1985,pl,1985,0,United States
INC,1987,pl,1987,0,United States
INFOLOG,1986,pl,1986,0,Portugal
INSIGHT,1983,pl,1983,0,United States
INTERACTIVE,1983,pl,1983,0,United States
ISAC,2003,pl,2003,0,United States
JavaML,2000,pl,2000,0,United States
JOSIE,1991,pl,1991,0,United States
Joyce,1987,pl,1987,0,United States
JOYCE+,1990,pl,1990,0,Colombia
JPL,1991,pl,1991,0,United States
JR,2004,pl,2004,0,United States
KATE,1979,pl,1979,0,United Kingdom
Keep It Short and Simple,1959,pl,1959,0,United States
KL1,1988,pl,1988,0,Japan
Klaim,1997,pl,1997,0,Italy
KRIS,1991,pl,1991,0,Germany
LAMINA,1988,pl,1988,0,United States
Language for Class Description,1964,pl,1964,0,United States
LAP,1987,pl,1987,0,France
LARIS,2000,pl,2000,0,The Netherlands
LASS,1982,pl,1982,0,Ireland
LDL,1984,pl,1984,0,Israel
Lemick,2004,pl,2004,0,United Kingdom
LG,1969,pl,1969,0,Canada
Lisptalk,1988,pl,1988,0,China
LNF,1985,pl,1985,0,United States
LO,1990,pl,1990,0,Germany
LOGAL,1977,pl,1977,0,United States
LOGLISP,1980,pl,1980,0,United States
LOGOL,1968,pl,1968,0,Ukraine and Poland
LogoWriter,1986,pl,1986,0,United States
LOL,1994,queryLanguage,1994,0,Canada
LOOPN++,2000,pl,2000,0,Australia
LORE,1985,pl,1985,0,United States
Lucid representations,1991,pl,1991,0,United States
Lygon,1995,pl,1995,0,Australia
MIT Algebraic Compiler,1957,pl,1957,0,United States
MADS,1964,pl,1964,0,United States
Magic Paper,1963,pl,1963,0,United States
MAPQUERY,1982,pl,1982,0,Switzerland
MARSYAS,1970,pl,1970,0,United States
MAVIS,1992,pl,1992,0,United States
MELD,1989,pl,1989,0,United States
META/PLUS,1971,pl,1971,0,United States
MetaH,1988,pl,1988,0,United States
Microsoft Equation Editor,1993,application,2007,0,World
Modula-2+,1984,pl,1984,0,Canada
Modula-3*,1993,pl,1993,0,Germany
Morphe,1992,pl,1992,0,Japan
MPSX,1978,pl,1978,0,United States
MUSYS,1969,pl,1969,0,England
N-Prolog,1985,pl,1985,0,United Kingdom and Germany
Nail,1986,pl,1986,0,United States
NetBasic,1999,pl,1999,0,United States
Netscript,2016,pl,2016,0,United States
NIL,1983,pl,1983,0,United States
npy,2008,binaryDataFormat,2008,0,Various
NSL,1991,pl,1991,0,United States
NUA-Prolog,1991,pl,1991,0,Australia
NUT,1986,pl,1986,0,Sweden
O,1986,pl,1986,0,France and United States
OFL,1995,pl,1995,0,France
OLDAS,1968,pl,1968,0,United States
OLIVER,1976,pl,1976,0,United States
olog,1997,pl,1997,0,Canada
OMAR,1999,pl,1999,0,United States
One-man-language,1977,pl,1977,0,Canada
OOLP,1989,pl,1989,0,United States
OOPS,1986,pl,1986,0,The Netherlands and Belgium
OpenAda,2000,pl,2000,0,United States and United Kingdom
Orient84/K,1986,pl,1986,0,Japan
Object-oriented Structured Query Language,1990,queryLanguage,1990,0,United States
P/CL,1984,pl,1984,0,The Netherlands
PACT IA,1957,pl,1957,0,United States
Paragon,1991,pl,1991,0,United States
Pascal-FC,1990,pl,1990,0,United Kingdom
PASCAL-I,1980,pl,1980,0,United States
Pascal-S,1975,pl,1975,0,Switzerland
PHOCUS,1987,pl,1987,0,Germany
PICASSO,1988,pl,1988,0,United States
PIE,1988,pl,1988,0,United States
PIN,1975,pl,1975,0,United States
PIT,1958,pl,1958,0,United States
PIXIN,1974,pl,1974,0,United Kingdom
PL/I-FORMAC,1968,pl,1968,0,United States
PL/LL,1983,pl,1983,0,Sweden
PL4,1974,pl,1974,0,Canada
PLACA,1993,pl,1993,0,United States
POSE,1967,pl,1967,0,United States
PRIZ,1983,pl,1983,0,Former Union of Soviet Socialist Republics or Estonia
ProFIT,1994,pl,1994,0,Germany
Progol,1993,pl,1993,0,Germany
PROPHET,1974,pl,1974,0,United States
proto-GNOSIS,1987,pl,1987,0,Former West Germany or Germany
ProVerif,2014,pl,2014,0,France
Proxy,1992,pl,1992,0,United States
Py,1991,pl,1991,0,United States
python-cl-compiler,1991,compiler,1991,0,United States
QAS,1978,pl,1978,0,United States
QUADRIL,1976,pl,1976,0,United States
Quanta,2003,pl,2003,0,United Kingdom
Quick Macros,1997,pl,1997,0,Lithuania
QUILT,1970,pl,1970,0,United States
RACK,1990,pl,1990,0,United States
RC++,2001,pl,2001,0,United States and United Kingdom
rdata-format,2000,binaryDataFormat,2000,0,Various
Real-Time Euclid,1986,pl,1986,0,United States
Rebus,1982,pl,1982,0,United States
Refined C,1984,pl,1984,0,United States
REL English,1975,pl,1975,0,United States
REL,1968,pl,1968,0,United States
Relix,1984,pl,1984,0,Canada
Reuse Description Language,2005,pl,2005,0,Brazil and Canada
RoboTalk,1985,pl,1985,0,United States
ROS Message,2010,idl,2010,0,World
Statemate,1998,pl,1998,0,World
Unicode,1955,pl,1955,0,World
Virt,1998,pl,1998,0,World
appcode-editor,2016,editor,2016,0,World
brackets-editor,2012,editor,2012,0,World
clion-editor,2015,editor,2015,0,World
code-blocks-editor,2005,editor,2005,0,World
codelite-editor,2006,editor,2006,0,World
Schrödinger's Equation,1925,equation,1925,0,World
sourcelair-editor,2011,editor,2011,0,World
Siri,1991,pl,1991,0,World
Socrata Query Language,2012,queryLanguage,2012,0,World
synergist,1986,pl,1986,0,World
uscript,2016,notation,2016,0,World
uscript2,2018,notation,2018,0,World
2lisp,1982,pl,1982,0,World
arbortext-command-language,2009,pl,2009,0,World
Argon,2022,pl,2022,0,World
concordance,1994,pl,1994,0,World
CSV++,2016,dataNotation,2016,0,World
gedit-editor,1999,editor,1999,0,United States
intellijidea-editor,2001,editor,2001,0,Czech Republic
komodo-editor,2007,editor,2007,0,Canada
LinkText,2022,pl,2022,0,World
pycharm-editor,2016,editor,2016,0,Czechia
runescript,2001,pl,2001,0,World
shiv,2018,pl,2018,0,World
Simple Stackless Lisp,2022,pl,2022,0,World
sqlite-storage-format,2000,binaryDataFormat,2000,0,World
sugarj,2012,grammarLanguage,2012,0,World
TeaSharp,2022,pl,2022,0,World
ACSI-Matic,1959,pl,1959,0,World
adam-standard,2009,standard,2009,0,World
ALEPH,1992,pl,1992,0,World
ALGOL 68-RT,1979,pl,1979,0,World
ALJABR,1991,pl,1991,0,World
Altibase,1999,database,1999,0,South Korea
amalthea,2002,pl,2002,0,World
Amazon DynamoDB,2012,database,2012,0,United States
Amazon RDS,2009,database,2009,0,United States
AMTRAN 70,1969,pl,1969,0,World
Apache Derby,2004,database,2004,0,United States
Apache Phoenix,2014,database,2014,0,United States
APLO,1989,pl,1989,0,World
ArangoDB,2011,database,2011,0,Germany
ARTA,1970,pl,1970,0,World
AUTOCODER II,1958,assembly,1958,0,United States
BEAM Bytecode,2017,bytecode,2017,0,Hungary
BeeBasic,2013,pl,2013,0,World
BER,1988,pl,1988,0,World
BullFrog,2005,esolang,2005,0,World
Celsius WebScript,2006,pl,2006,0,World
Cigale,1986,pl,1986,0,World
COGO,1962,pl,1962,0,United States
ConCurr,1979,pl,1979,0,Unknown
Couchbase Mobile,2010,database,2010,0,United States
Couchbase,2011,database,2011,0,United States
Cymbal,1999,pl,1999,0,World
Decision Model & Notation,2015,notation,2015,0,World
DinnerBell,1990,pl,1990,0,World
EqL,1989,pl,1989,0,World
EXAPT,1967,pl,1967,0,Germany
Firebase Realtime Database,2011,database,2011,0,United States
Google Cloud SQL,2011,database,2011,0,United States
Greenplum,2005,database,2005,0,United States
IBM DB2,1983,database,1983,0,United States
InfluxDB,2013,database,2013,0,United States
InterBase,1985,database,1985,0,United States
InterSystems Caché,1997,database,1997,0,United States
ji,2019,pl,2019,0,Israel
kernel-e,1994,pl,1994,0,United States
MariaDB ColumnStore,2016,database,2016,0,Finland
MarkLogic,2001,database,2001,0,United States
Memcached,2003,database,2003,0,United States
Microsoft Access,1992,database,1992,0,United States
Microsoft Azure Cosmos DB,2017,database,2017,0,United States
Microsoft SQL Server,1989,database,1989,0,United States
MODEL-K,1993,pl,1993,0,World
Mushroom,1988,pl,1988,0,Unknown
NEBULA,1960,pl,1960,0,United Kingdom
Neo4j,2007,database,2007,0,Sweden
oniguruma,2002,queryLanguage,2002,0,Denmark
Oracle,1979,database,1979,0,United States
OrientDB,2010,database,2010,0,Italy
PCLOS,1993,pl,1993,0,World
PGen,2015,grammarLanguage,2015,0,Various
IBM Programming Language/Advanced Systems,1976,pl,1976,0,United States
ROSCOE,1979,pl,1979,0,World
Rosetta SMALLTALK,1979,pl,1979,0,World
Rosette,2000,pl,2000,0,World
RPG III,1968,pl,1968,0,World
RT-ASLAN,1986,pl,1986,0,World
RT-CDL,1989,pl,1989,0,World
RT-Z,1999,pl,1999,0,World
Ruri,2000,pl,2000,0,World
SAAL,1966,assembly,1966,0,World
SAC-1,1967,pl,1967,0,World
SAC-2,1969,pl,1969,0,World
Sampletalk,1991,pl,1991,0,World
SAP HANA,2010,database,2010,0,Germany
SARTEX,1985,pl,1985,0,World
Sassy,1999,pl,1999,0,World
SAUSTALL,1982,pl,1982,0,World
SB-ONE,1990,pl,1990,0,World
SCALPEL,1971,pl,1971,0,World
SCAT,1957,assembly,1957,0,World
SCHEMAL,1983,pl,1983,0,World
SCIL-VP,1992,pl,1992,0,World
Sclipting,2011,esolang,2011,0,World
Scratchpad II,1980,pl,1980,0,World
SCREAMER,1993,pl,1993,0,World
Scrimshaw,1993,pl,1993,0,World
ScriptX,1995,pl,1995,0,World
SDMS,2001,pl,2001,0,World
SEGRAS,1985,pl,1985,0,World
SEMANOL,1969,pl,1969,0,World
Seque,1988,pl,1988,0,World
SEQUEL 2,1976,pl,1976,0,World
Sequential Pascal,1970,pl,1970,0,World
SESPATH,1985,pl,1985,0,World
SESPOOL,1977,pl,1977,0,World
SetLog,1991,pl,1991,0,World
SEVAL,1981,pl,1981,0,World
Seymour,1989,pl,1989,0,World
ShapeUp,1984,pl,1984,0,World
Shared Prolog,1990,pl,1990,0,World
SheerPower 4GL,2006,pl,2006,0,World
SI Library,1998,pl,1998,0,World
SIDOPS+,1997,pl,1997,0,World
SIGMA 76,1976,pl,1976,0,World
SIMAN IV,1990,pl,1990,0,World
SIMCAL,1986,pl,1986,0,World
SIMDIS,1985,pl,1985,0,World
SIMFACTORY,1990,pl,1990,0,World
SIML/I,1979,pl,1979,0,World
SIMNET,1988,pl,1988,0,World
SIMPAS,1980,pl,1980,0,World
SimpleScript,2013,pl,2013,0,World
SIMUL,1973,pl,1973,0,World
SIMULA 67,1967,pl,1967,0,World
Sketchpad III,1966,pl,1966,0,World
SL5,1975,pl,1975,0,World
SLAM II,1980,pl,1980,0,World
SLEUTH,1962,assembly,1962,0,World
SLPL,1976,pl,1976,0,World
SMALGOL,1961,pl,1961,0,World
Small Euclid,1988,pl,1988,0,World
SMALL-X,1985,pl,1985,0,World
Smalltalk-76,1976,pl,1976,0,World
Smalltalk-80,1980,pl,1980,0,World
SmallVDM,1993,pl,1993,0,World
SMoLCS,1986,pl,1986,0,World
SNOBAT,1976,pl,1976,0,World
Soar Markup Language,2014,xmlFormat,2014,0,World
SOLMAR,1978,pl,1978,0,World
SORCA,1983,pl,1983,0,World
SPECL,1973,pl,1973,0,World
SPECOL,1968,pl,1968,0,World
SPIL,1973,pl,1973,0,World
spir-v,2015,ir,2015,0,World
SPLAW,1998,pl,1998,0,World
Symbolic Programming System,1959,pl,1959,0,World
sqlar-format,2014,binaryDataFormat,2014,0,World
SQURL,1981,pl,1981,0,World
STAGE2,1970,pl,1970,0,World
Standard Lisp,1979,pl,1979,0,World
STAPLE,1975,pl,1975,0,World
*Prolog,1989,pl,1989,0,World
status-quo-script,2001,pl,2001,0,World
StoneCutter,2020,grammarLanguage,2020,0,World
STRCMACS,1977,pl,1977,0,World
STREMA,1976,pl,1976,0,World
STRESS,1963,pl,1963,0,World
STRUDL,1965,pl,1965,0,World
SW2,1986,pl,1986,0,World
SYNGLISH,1980,pl,1980,0,World
SYNPROC,1970,pl,1970,0,World
SYNTOL,1960,pl,1960,0,World
TABLOG,1984,pl,1984,0,World
TABSOL,1960,pl,1960,0,World
TABTRAN,1967,pl,1967,0,World
TAC,1959,pl,1959,0,World
Tarmac,1990,pl,1990,0,World
Taxis,1980,pl,1980,0,World
tcc,1997,pl,1997,0,World
TCOZ,2002,pl,2002,0,World
TCSP,1995,pl,1995,0,World
TDFL,1990,pl,1990,0,World
TDMS,1970,pl,1970,0,World
telefile-assembly,1952,assembly,1952,0,World
TELSIM,1966,pl,1966,0,World
Templar,1993,pl,1993,0,World
Temporal Prolog,1983,pl,1983,0,World
Teradata Aster,2005,database,2005,0,United States
Teradata,1979,database,1979,0,United States
TFL,1996,pl,1996,0,World
The Message System,1967,pl,1967,0,World
THREADED LISTS,1959,pl,1959,0,World
TICS,1973,pl,1973,0,World
TiDB,2015,database,2015,0,China
Timed CSP,1986,pl,1986,0,World
Tinkertoy,1988,pl,1988,0,World
TOOLBUS,1998,pl,1998,0,World
TPDL*,1991,pl,1991,0,World
Trafola-H,1991,pl,1991,0,World
Traits,1982,pl,1982,0,World
TRAMP,1968,pl,1968,0,World
TRANQUIL,1966,pl,1966,0,World
Transforma,1985,pl,1985,0,World
TREET,1964,pl,1964,0,World
triroff,1983,pl,1983,0,World
TSL,1985,pl,1985,0,World
TSQL2,1996,pl,1996,0,World
Turing Plus,1987,pl,1987,0,World
turnstile-plus,2020,grammarLanguage,2020,0,World
Tyco,1998,pl,1998,0,World
TyRuBa,1998,pl,1998,0,World
U-Datalog,1997,pl,1997,0,World
UAN,1990,pl,1990,0,World
Ubik,2000,pl,2000,0,World
UFL,1986,pl,1986,0,World
UFO,1992,pl,1992,0,World
UMTA,1974,pl,1974,0,World
UNICORN,1986,pl,1986,0,World
UNISIM,1964,pl,1964,0,World
UNRAVEL,1973,pl,1973,0,World
USSA,1992,pl,1992,0,World
Utopia 84,1979,pl,1979,0,World
V-Promela,1999,pl,1999,0,World
VAL II,1983,pl,1983,0,World
VARLIST,1975,pl,1975,0,World
Vector PASCAL,1998,pl,1998,0,World
VENUS,1967,pl,1967,0,World
Vienna Fortran,1992,pl,1992,0,World
VIPTRAN,1973,pl,1973,0,World
Viron,1983,pl,1983,0,World
VisaVis,1994,pl,1994,0,World
Visual Eiffel,1993,pl,1993,0,World
Visual Occam,1997,pl,1997,0,World
VIVA,1990,pl,1990,0,World
viz,1990,pl,1990,0,World
VPL,1991,pl,1991,0,World
VSPL,2000,pl,2000,0,World
VULCAN,1987,pl,1987,0,World
WCL,1991,pl,1991,0,World
WebL,2000,pl,2000,0,World
Whirlwind,1951,pl,1951,0,World
WRITEACOURSE,1968,pl,1968,0,World
WYLBUR,1973,pl,1973,0,World
X-KLAIM,2000,pl,2000,0,World
X11-Basic,1991,pl,1991,0,World
xADL,2000,pl,2000,0,World
XCY,1980,pl,1980,0,World
XML-GL,1998,queryLanguage,1998,0,World
The Algebra,2001,grammarLanguage,2001,0,World
XPOP,1964,pl,1964,0,World
XSIM,1977,pl,1977,0,World
XTRAN,1958,pl,1958,0,World
YugabyteDB,2018,database,2018,0,United States
ZCCS,1997,pl,1997,0,World
ZGRASS,1978,pl,1978,0,World
1.pak,1973,pl,1973,0,World
2OBJ,1995,pl,1995,0,World
3-LISP,1982,pl,1982,0,World
3DComposer,1999,pl,1999,0,World
3RIP,1977,pl,1977,0,World
ABAL,1974,pl,1974,0,World
ABCL/c+,1988,pl,1988,0,World
ABCL/f,1994,pl,1994,0,World
ABC++,1994,pl,1994,0,World
Abstracto,1979,pl,1979,0,World
AC Toolbox,1992,pl,1992,0,World
ACL,1972,pl,1972,0,World
Acore,1988,pl,1988,0,World
ACORN,1990,pl,1990,0,World
ACOS,1988,pl,1988,0,World
ACSL,1979,pl,1979,0,World
ACT ONE,1983,pl,1983,0,World
Actalk,1989,pl,1989,0,World
Active Language I,1963,pl,1963,0,World
Active-U-Datalog,1997,pl,1997,0,World
Actus,1979,pl,1979,0,World
Ada 95,1995,pl,1995,0,World
Ada 9X,1988,pl,1988,0,World
Ada/TL,1990,pl,1990,0,World
ADABTPL,1987,pl,1987,0,World
Adagio,2007,pl,2007,0,World
Adaplex,1983,pl,1983,0,World
Aditi,1992,pl,1992,0,World
AED,1963,pl,1963,0,World
AEPL,1971,pl,1971,0,World
AESOP,1967,pl,1967,0,World
Agent-K,1994,pl,1994,0,World
AGL,1975,pl,1975,0,World
AIDA,1986,pl,1986,0,World
AKL,1991,pl,1991,0,World
ALADIN,1971,pl,1971,0,World
Alambik,2011,pl,2011,0,World
ALBA,1993,pl,1993,0,World
Aldat,1989,pl,1989,0,World
Aldwych,2000,pl,2000,0,World
ALEC,1967,pl,1967,0,World
Algebraic Compiler,1958,pl,1958,0,World
ALGEM,1966,pl,1966,0,World
ALGERNON,1990,pl,1990,0,World
ALGOL-E,1972,pl,1972,0,World
ALGY,1961,pl,1961,0,World
Alma-O,1998,pl,1998,0,World
ALMIR,1968,pl,1968,0,World
Alonzo,1994,pl,1994,0,World
AlphaPop,1986,pl,1986,0,World
ALTAC,1959,pl,1959,0,World
Amanda,1988,pl,1988,0,World
AMBIT/G,1968,pl,1968,0,World
AMBIT/L,1970,pl,1970,0,World
AMPPL-II,1969,pl,1969,0,World
Andorra,1988,pl,1988,0,World
AUTOCODER III,1958,assembly,1958,0,United States
axcess,1983,pl,1983,0,United States
Bison++,1998,grammarLanguage,1998,0,United States
Blade,2022,pl,2022,0,Nigeria
Bolin,2022,pl,2022,0,Canada
brooks-programming-language,2003,pl,2003,0,Germany
Candy Codes,2022,barCodeFormat,2022,0,United States
Cedar,1983,pl,1983,0,World
checkout,2011,assembly,2011,0,Unknown
Chicon,1998,pl,1998,0,China
CONA,1977,pl,1977,0,United Kingdom
Cosmos,2022,pl,2022,0,Unknown
CVL,1993,pl,1993,0,World
dalvik-bytecode,2008,bytecode,2008,0,World
Data Package,2007,jsonFormat,2007,0,United Kingdom
Distributed Smalltalk,1980,pl,1980,0,World
DM-1,1967,pl,1967,0,World
dsym,2011,binaryDataFormat,2011,0,United States
ebg,1999,pl,1999,0,World
Elasticsearch Query DSL,2010,queryLanguage,2010,0,United States
english-programming-language,1973,pl,1973,0,United States
ESP,1983,pl,1983,0,Japan
EXTRAN,1978,pl,1978,0,World
filetab-d,1978,pl,1978,0,United States
floorplan,2019,pl,2019,0,United States
forest-database,2011,application,2011,0,United States
FORTRAN III,1958,pl,1958,0,United States
FORTRAN IV,1962,pl,1962,0,United States
GAEA,1998,pl,1998,0,World
Gaiman,2022,pl,2022,0,Poland
hackppl,2019,pl,2019,0,United States
HAYSTAQ,1959,queryLanguage,1959,0,United States
ibm-system-38-language,1978,pl,1978,0,United States
iota,1985,pl,1985,0,Japan
Just,2021,pl,2021,0,United States
kaukatcr,2018,pl,2018,0,United States
Konna,2021,pl,2021,0,Unknown
lambda-obliv,2020,pl,2020,0,United States
Low Level Lisp,2014,pl,2014,0,United Kingdom
local,2019,pl,2019,0,United States
metalex,2002,xmlFormat,2002,0,The Netherlands and Italy
microPLANNER,1970,pl,1970,0,United States
modl,1987,pl,1987,0,United States
N,1990,pl,1990,0,France
Noms GraphQL,2017,queryLanguage,2017,0,United States
NJCL,1974,pl,1974,0,World
Navigational User's Language,1976,pl,1976,0,Canada
OMNITAB II,1970,pl,1970,0,United States
OMNITAB,1963,pl,1963,0,United States
Oxide,2021,pl,2021,0,Russia
Parse Tree Notation,1994,grammarLanguage,1994,0,Australia
Pegasus AUTOCODE,1959,pl,1959,0,United Kingdom
Peridot,2022,pl,2022,0,Unknown
PL/S-II,1974,pl,1974,0,United States
PL/S,1968,pl,1968,0,United States
PL-X,1994,pl,1994,0,United States
Pλ⍵NK,2020,pl,2020,0,Belgium
Protosynthex,1964,pl,1964,0,United States
Pygmalion,1974,visual,1974,0,United States
QUIKTRAN,1964,pl,1964,0,United States
RAND-ABEL,1990,pl,1990,0,World
RAPIDWRITE,1962,pl,1962,0,United Kingdom
RPG II,1965,pl,1965,0,World
RUNCIBLE,1958,pl,1958,0,World
RUSSELL,1970,pl,1970,0,World
RUTH,1987,pl,1987,0,World
SA,1977,pl,1977,0,World
SALE,1959,pl,1959,0,World
SALEM,1967,pl,1967,0,World
Sapphire,2008,pl,2008,0,World
Sather-K,1995,pl,1995,0,World
Scenic,2019,pl,2019,0,World
SCOOP,1988,pl,1988,0,World
SEARCH,1973,pl,1973,0,World
SIMODULA,1988,pl,1988,0,World
Sim++,1991,pl,1991,0,World
Siprol,1980,pl,1980,0,World
SKIL,1996,pl,1996,0,World
SKY,2000,pl,2000,0,World
